topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
124,Tell me about Bowflex Power Pro.,F0106,Find a retailer from whom I can buy a Bowflex Power Pro.,would you like to know where to buy one,similar_no_yes,"Yes, let me know what stores sell this Bowflex product.","[{'question': 'would you like to learn more about how to exercise with the bowflex power pro', 'answer': 'no i am looking for a retailer to buy the bowflex power pro not how to use it'}]",no i am looking for information on the mathematician euclid
86,tell me about bart sf,F1008,Find BART train schedules and fares.,are you looking for bart travel schedules,similar_yes_yes,yes please find me the bart schedules and ticket prices.,"[{'question': 'are you looking for a specific web site', 'answer': 'yes the bart one that has train schedules and fares'}]",no i just want a list of the reporters who write the sports for the rocky mountain news
12,how to hire disc jockey,F0087,How do I become a radio disc jockey?,would you like to read about dj employment,similar_yes_yes,How do i become a radio disc jockey?,"[{'question': 'would you like to know how to become a dj', 'answer': 'yes i would like to know how to become a dj'}]",i want to know what hotels are near
88,Where can I find information about forearm pain?,F1016,Find pages or sites that describe the anatomy of the forearm.,do you have forearm pain from typing,similar_no_yes,"no, i don't have pain. i just need information about forearm anatomy.","[{'question': 'does your forearm hurt from sports', 'answer': 'no im looking for the anatomy of the forearm'}]",i just want to see the home page of rocky mountain news
181,I’m interested in old coins,F0341,What is the value of a rare wheat US penny?,is there a specific type of coin that interests you,similar_yes_yes,"Yes, a United States wheat penny.","[{'question': 'would you like information on the worth of coins', 'answer': 'yes i want to know the worth of a rare wheat us penny'}]",yes but i would like more general information about ascus cells
167,Tell me about Barbados.,F0273,Find a map of Barbados.,are you interested in barbados,similar_no_yes,"Yes, I need to see a map of barbados.","[{'question': 'would you like to know about david thompson', 'answer': 'no i need to find a map of barbados'}]",no
173,Find information on hip fractures,F0305,Find information on hip fractures in the elderly.,are you interested in the age breakdown of common hip fracture sufferers,similar_yes_yes,"No, just hip fractures with old people.","[{'question': 'are you interested in treatments for hip fractures', 'answer': 'yes and other information on hip fractures that occur in the elderly'}]",yes
112,Is Kenmore heater good,F0059,retailers of and price information for Kenmore gas water heaters,are you iinterested in a kenmore gas water heater,similar_no_yes,"Yes, who are some retailers who sell it, and what are the prices.","[{'question': 'are you troubleshooting or trying to repair the unit', 'answer': 'no i am looking to purchase'}]",i am not interested on that topic
121,Tell me about the sit and reach test.,F0093,"Find out what the ""sit and reach test"" is.",do you want to know the purpose of the test,similar_yes_yes,Yes.,"[{'question': 'do you want to know how to perform this test', 'answer': 'yes id like to know about this test'}]",the political jurisdictions
52,Tell me about avp,F0863,"Go to the homepage for the AVP, sponsor of professional beach volleyball events.",would you like information about the association of volleyball professionals,similar_no_yes,No I just want the homepage of AVPS.,"[{'question': 'do you want to know how male vs female avps in a company', 'answer': 'no i want avps homepage'}]",no i am looking for information about human memory
173,Find information on hip fractures,F0306,How do you treat a hip fracture and what is the prognosis for recovery?,do you need info on remedies,similar_yes_yes,"Yes, I would.","[{'question': 'do you want to know what the symptoms of a hip fracture are', 'answer': 'yes and treatment'}]",yes
32,I'm looking for information on web design and hosting.,F0781,"Find reviews of web hosting services, geared towards small business needs.",are you interested in paid services,similar_no_yes,"Yes, as long as they are cost effective.","[{'question': 'would you like to take some courses on web design', 'answer': 'no i need a web hosting service that is geared towards small businesses'}]",no i am interested in salaries
121,Tell me about the sit and reach test.,F0095,How is the sit and reach test properly done?,are you looking for information on how its scored,similar_yes_yes,"No, I'm looking for information on how it's properly executed.","[{'question': 'do you want to know how to perform this test', 'answer': 'yes i do'}]",just general information about them
109,I'm looking for information about mayo clinic Jacksonville FL,F0040,"What medical services are available at the Mayo Clinic in Jacksonville, FL?",would you like to know more about the mayo clinic facilities and services,similar_no_yes,i want to know what kind of medical services i can get there.,"[{'question': 'are you looking for outpatient services in mayo clinic', 'answer': 'no im looking for all medical services'}]",no
129,Tell me information about Iowa's food stamp program,F0120,Find statistics for the food stamp program in Iowa.,are you looking for more information on food stamps in iowa,similar_no_yes,"Yes, more specifically the statistics of the food stamps.","[{'question': 'are you looking for a specific web site', 'answer': 'no i want statistics for the food stamp program in iowa'}]",no i want to know how to care for them
